#{"t_start": 1595746395.970126, "env_id": "Hopper-v3"}
r,l,t
1.24061,191,14311.327904
6.839398,1000,14318.693394
2.663163,362,14320.880802
6.696748,994,14332.721343
3.089455,469,14335.783656
1.681727,213,14337.178994
5.67141,792,14342.951406
2.69562,372,14345.545966
6.987733,992,14352.452463
3.200798,437,14355.733129
4.208785,569,14359.427729
3.035434,428,14362.221719
6.966946,1000,14369.962088
2.140661,315,14372.141755
2.645096,352,14374.260288
2.436986,345,14376.637608
3.282162,451,14379.783563
3.000117,421,14382.548131
6.938474,1000,14389.361732
3.726001,559,14393.360558
5.805289,812,14403.954892
7.088567,1000,14411.214842
2.580905,363,14413.748586
3.276812,480,14417.426782
2.801988,417,14419.915364
5.697957,843,14425.437191
4.138137,556,14429.370157
2.034051,302,14431.514452
2.296758,345,14434.230628
2.728768,408,14436.524786
3.694813,525,14440.488649
5.866865,836,14446.255034
6.498264,900,14452.5492
4.311885,634,14456.73334
5.674532,817,14463.209123
7.159697,1000,14469.821079
5.135021,744,14480.098238
1.544659,229,14481.648643
2.990334,416,14484.31088
2.988553,430,14487.173379
2.459515,371,14489.524413
1.740719,266,14491.232039
1.199937,190,14492.452087
7.130681,1000,14499.570045
2.222208,324,14502.033069
6.760181,1000,14508.447755
2.236084,312,14510.76604
1.705604,300,14512.827057
4.766814,663,14517.194976
3.337213,507,14520.470431
6.029031,866,14526.202906
7.24876,1000,14533.051364
4.198583,606,14537.550038
1.205653,187,14538.734354
2.701487,430,14541.497883
3.103446,439,14549.826098
3.137945,435,14552.68786
2.531845,380,14555.30105
4.071603,580,14558.967327
2.629116,402,14561.430884
2.739658,372,14564.01176
5.058425,751,14568.879372
3.115391,457,14571.856399
2.936177,403,14574.631425
2.450273,340,14577.204106
0.729722,133,14578.023735
2.738726,367,14581.278979
1.859196,281,14583.64754
1.605511,260,14586.030787
5.024228,703,14590.573589
7.290508,1000,14597.167104
3.522741,481,14600.100073
4.864208,695,14604.862625
1.732957,279,14607.029609
3.260915,501,14610.652527
3.580368,572,14614.176719
3.474179,508,14623.229261
4.981004,720,14628.556909
3.416049,497,14632.010613
7.035165,1000,14638.620874
3.333568,469,14641.410309
2.572108,355,14644.10416
1.528051,222,14645.443058
2.240781,307,14647.677631
5.72566,782,14653.703751
1.065888,241,14655.193323
1.63491,243,14657.003613
7.230699,991,14663.219657
7.168784,991,14670.102163
1.659089,272,14671.831675
2.527195,374,14674.679631
2.217576,336,14676.885043
1.643706,236,14678.600011
6.940004,1000,14685.11378
2.628294,397,14687.843661
2.745692,378,14690.301748
1.641246,252,14697.347851
6.194895,879,14703.129121
2.81714,395,14706.176048
6.906322,1000,14712.702204
1.705841,262,14714.744978
3.167272,486,14718.064655
1.765637,272,14719.675181
5.773888,793,14725.236472
4.333074,628,14729.488494
6.094599,885,14735.843924
1.257375,221,14737.343673
2.883452,409,14740.839871
3.171059,506,14744.327399
3.318001,488,14747.532844
2.170871,308,14749.361965
4.659802,666,14754.842667
1.963451,300,14756.851549
1.221458,166,14757.966538
3.079122,472,14760.853281
2.557479,381,14763.763717
2.714076,390,14772.133168
1.620749,263,14773.950618
2.356365,344,14776.163793
3.337719,480,14779.139971
1.710238,281,14780.834403
1.282197,200,14782.148538
5.34724,776,14787.839747
3.996664,581,14792.278817
4.753695,680,14796.657166
3.174059,439,14799.609553
6.991366,1000,14807.078175
2.441412,364,14809.40518
1.624932,236,14810.957965
2.639359,382,14813.368622
5.31231,710,14818.050325
4.183571,580,14822.455861
4.673687,658,14826.927568
7.192014,995,14834.717821
6.069348,870,14840.543463
